# 词	编码	人工权重	分类	类型	实体	来源	核对日期
文档模板	wen dang mo ban	15	工程与交付	term	文档模板	thuocl-it	2026-09-17
文档注释	wen dang zhu shi	15	工程与交付	term	文档注释	thuocl-it	2026-09-17
文档流	wen dang liu	15	工程与交付	term	文档流	thuocl-it	2026-09-17
文档管理	wen dang guan li	15	工程与交付	term	文档管理	thuocl-it	2026-09-17
文档级别	wen dang ji bie	15	工程与交付	term	文档级别	thuocl-it	2026-09-17
文档编制	wen dang bian zhi	15	工程与交付	term	文档编制	thuocl-it	2026-09-17
文档编辑	wen dang bian ji	15	工程与交付	term	文档编辑	thuocl-it	2026-09-17
文档翻译	wen dang fan yi	15	工程与交付	term	文档翻译	thuocl-it	2026-09-17
文档边界	wen dang bian jie	15	工程与交付	term	文档边界	thuocl-it	2026-09-17
断点下载	duan dian xia zai	15	工程与交付	term	断点下载	thuocl-it	2026-09-17
断点开关	duan dian kai guan	15	工程与交付	term	断点开关	thuocl-it	2026-09-17
断点调试	duan dian tiao shi	15	工程与交付	term	断点调试	thuocl-it	2026-09-17
方法内部类	fang fa nei bu lei	15	语言与架构	term	方法内部类	thuocl-it	2026-09-17
方法区	fang fa qu	15	语言与架构	term	方法区	thuocl-it	2026-09-17
方法参数	fang fa can shu	15	语言与架构	term	方法参数	thuocl-it	2026-09-17
方法名	fang fa ming	15	语言与架构	term	方法名	thuocl-it	2026-09-17
方法多态	fang fa duo tai	15	语言与架构	term	方法多态	thuocl-it	2026-09-17
方法库	fang fa ku	15	语言与架构	term	方法库	thuocl-it	2026-09-17
方法类	fang fa lei	15	语言与架构	term	方法类	thuocl-it	2026-09-17
方法调用	fang fa diao yong	15	语言与架构	term	方法调用	thuocl-it	2026-09-17
方法重写	fang fa chong xie	15	语言与架构	term	方法重写	thuocl-it	2026-09-17
方法重载	fang fa chong zai	15	语言与架构	term	方法重载	thuocl-it	2026-09-17
日志分析	ri zhi fen xi	15	数据与存储	term	日志分析	thuocl-it	2026-09-17
日志分析系统	ri zhi fen xi xi tong	15	数据与存储	term	日志分析系统	thuocl-it	2026-09-17
日志处理	ri zhi chu li	15	数据与存储	term	日志处理	thuocl-it	2026-09-17
日志审计	ri zhi shen ji	15	数据与存储	term	日志审计	thuocl-it	2026-09-17
日志工具	ri zhi gong ju	15	数据与存储	term	日志工具	thuocl-it	2026-09-17
日志打印	ri zhi da yin	15	数据与存储	term	日志打印	thuocl-it	2026-09-17
日志收集	ri zhi shou ji	15	数据与存储	term	日志收集	thuocl-it	2026-09-17
日志文件	ri zhi wen jian	15	数据与存储	term	日志文件	thuocl-it	2026-09-17
日志文件系统	ri zhi wen jian xi tong	15	数据与存储	term	日志文件系统	thuocl-it	2026-09-17
日志服务器	ri zhi fu wu qi	15	数据与存储	term	日志服务器	thuocl-it	2026-09-17
日志框架	ri zhi kuang jia	15	数据与存储	term	日志框架	thuocl-it	2026-09-17
日志监控	ri zhi jian kong	15	数据与存储	term	日志监控	thuocl-it	2026-09-17
日志管理	ri zhi guan li	15	数据与存储	term	日志管理	thuocl-it	2026-09-17
日志系统	ri zhi xi tong	15	数据与存储	term	日志系统	thuocl-it	2026-09-17
日志记录	ri zhi ji lu	15	数据与存储	term	日志记录	thuocl-it	2026-09-17
日志输出	ri zhi shu chu	15	数据与存储	term	日志输出	thuocl-it	2026-09-17
日志配置	ri zhi pei zhi	15	数据与存储	term	日志配置	thuocl-it	2026-09-17
服务器交互	fu wu qi jiao hu	15	网络与安全	term	服务器交互	thuocl-it	2026-09-17
服务器优化	fu wu qi you hua	15	网络与安全	term	服务器优化	thuocl-it	2026-09-17
服务器备份	fu wu qi bei fen	15	网络与安全	term	服务器备份	thuocl-it	2026-09-17
服务器存储	fu wu qi cun chu	15	网络与安全	term	服务器存储	thuocl-it	2026-09-17
服务器安全	fu wu qi an quan	15	网络与安全	term	服务器安全	thuocl-it	2026-09-17
服务器应用	fu wu qi ying yong	15	网络与安全	term	服务器应用	thuocl-it	2026-09-17
服务器开发	fu wu qi kai fa	15	网络与安全	term	服务器开发	thuocl-it	2026-09-17
服务器性能	fu wu qi xing neng	15	网络与安全	term	服务器性能	thuocl-it	2026-09-17
服务器控件	fu wu qi kong jian	15	网络与安全	term	服务器控件	thuocl-it	2026-09-17
服务器搭建	fu wu qi da jian	15	网络与安全	term	服务器搭建	thuocl-it	2026-09-17
服务器架构	fu wu qi jia gou	15	网络与安全	term	服务器架构	thuocl-it	2026-09-17
服务器架设	fu wu qi jia she	15	网络与安全	term	服务器架设	thuocl-it	2026-09-17
服务器模型	fu wu qi mo xing	15	网络与安全	term	服务器模型	thuocl-it	2026-09-17
服务器测试	fu wu qi ce shi	15	网络与安全	term	服务器测试	thuocl-it	2026-09-17
服务器环境	fu wu qi huan jing	15	网络与安全	term	服务器环境	thuocl-it	2026-09-17
服务器监控	fu wu qi jian kong	15	网络与安全	term	服务器监控	thuocl-it	2026-09-17
服务器端编程	fu wu qi duan bian cheng	15	网络与安全	term	服务器端编程	thuocl-it	2026-09-17
服务器管理	fu wu qi guan li	15	网络与安全	term	服务器管理	thuocl-it	2026-09-17
服务器类	fu wu qi lei	15	网络与安全	term	服务器类	thuocl-it	2026-09-17
服务器维护	fu wu qi wei hu	15	网络与安全	term	服务器维护	thuocl-it	2026-09-17
服务器编程	fu wu qi bian cheng	15	网络与安全	term	服务器编程	thuocl-it	2026-09-17
服务器网站	fu wu qi wang zhan	15	网络与安全	term	服务器网站	thuocl-it	2026-09-17
服务器设置	fu wu qi she zhi	15	网络与安全	term	服务器设置	thuocl-it	2026-09-17
服务器设计	fu wu qi she ji	15	网络与安全	term	服务器设计	thuocl-it	2026-09-17
服务器软件	fu wu qi ruan jian	15	网络与安全	term	服务器软件	thuocl-it	2026-09-17
服务器运维	fu wu qi yun wei	15	网络与安全	term	服务器运维	thuocl-it	2026-09-17
服务器部署	fu wu qi bu shu	15	网络与安全	term	服务器部署	thuocl-it	2026-09-17
服务器配置	fu wu qi pei zhi	15	网络与安全	term	服务器配置	thuocl-it	2026-09-17
服务器集群	fu wu qi ji qun	15	网络与安全	term	服务器集群	thuocl-it	2026-09-17
服务端开发	fu wu duan kai fa	15	网络与安全	term	服务端开发	thuocl-it	2026-09-17
服务端架构	fu wu duan jia gou	15	网络与安全	term	服务端架构	thuocl-it	2026-09-17
服务端编程	fu wu duan bian cheng	15	网络与安全	term	服务端编程	thuocl-it	2026-09-17
权限修饰符	quan xian xiu shi fu	15	网络与安全	term	权限修饰符	thuocl-it	2026-09-17
权限分配	quan xian fen pei	15	网络与安全	term	权限分配	thuocl-it	2026-09-17
权限对象	quan xian dui xiang	15	网络与安全	term	权限对象	thuocl-it	2026-09-17
权限控制	quan xian kong zhi	15	网络与安全	term	权限控制	thuocl-it	2026-09-17
权限框架	quan xian kuang jia	15	网络与安全	term	权限框架	thuocl-it	2026-09-17
权限管理	quan xian guan li	15	网络与安全	term	权限管理	thuocl-it	2026-09-17
权限类	quan xian lei	15	网络与安全	term	权限类	thuocl-it	2026-09-17
权限系统	quan xian xi tong	15	网络与安全	term	权限系统	thuocl-it	2026-09-17
权限设置	quan xian she zhi	15	网络与安全	term	权限设置	thuocl-it	2026-09-17
权限设计	quan xian she ji	15	网络与安全	term	权限设计	thuocl-it	2026-09-17
构建工具	gou jian gong ju	15	工程与交付	term	构建工具	thuocl-it	2026-09-17
构造代码块	gou zao dai ma kuai	15	语言与架构	term	构造代码块	thuocl-it	2026-09-17
构造几何	gou zao ji he	15	语言与架构	term	构造几何	thuocl-it	2026-09-17
构造器	gou zao qi	15	语言与架构	term	构造器	thuocl-it	2026-09-17
构造型	gou zao xing	15	语言与架构	term	构造型	thuocl-it	2026-09-17
构造性证明	gou zao xing zheng ming	15	语言与架构	term	构造性证明	thuocl-it	2026-09-17
构造方法	gou zao fang fa	15	语言与架构	term	构造方法	thuocl-it	2026-09-17
构造泛型类型	gou zao fan xing lei xing	15	语言与架构	term	构造泛型类型	thuocl-it	2026-09-17
构造程序	gou zao cheng xu	15	语言与架构	term	构造程序	thuocl-it	2026-09-17
构造算法	gou zao suan fa	15	语言与架构	term	构造算法	thuocl-it	2026-09-17
构造类型	gou zao lei xing	15	语言与架构	term	构造类型	thuocl-it	2026-09-17
析构	xi gou	15	语言与架构	term	析构	thuocl-it	2026-09-17
析构函数	xi gou han shu	15	语言与架构	term	析构函数	thuocl-it	2026-09-17
枚举变量	mei ju bian liang	15	语言与架构	term	枚举变量	thuocl-it	2026-09-17
枚举暴力	mei ju bao li	15	语言与架构	term	枚举暴力	thuocl-it	2026-09-17
枚举法	mei ju fa	15	语言与架构	term	枚举法	thuocl-it	2026-09-17
枚举类	mei ju lei	15	语言与架构	term	枚举类	thuocl-it	2026-09-17
枚举类型	mei ju lei xing	15	语言与架构	term	枚举类型	thuocl-it	2026-09-17
枚举进程	mei ju jin cheng	15	语言与架构	term	枚举进程	thuocl-it	2026-09-17
架构分析	jia gou fen xi	15	语言与架构	term	架构分析	thuocl-it	2026-09-17
架构师	jia gou shi	15	语言与架构	term	架构师	thuocl-it	2026-09-17
架构探索	jia gou tan suo	15	语言与架构	term	架构探索	thuocl-it	2026-09-17
架构文档	jia gou wen dang	15	语言与架构	term	架构文档	thuocl-it	2026-09-17
架构模块	jia gou mo kuai	15	语言与架构	term	架构模块	thuocl-it	2026-09-17
架构知识	jia gou zhi shi	15	语言与架构	term	架构知识	thuocl-it	2026-09-17
架构类	jia gou lei	15	语言与架构	term	架构类	thuocl-it	2026-09-17
查询关键字	cha xun guan jian zi	15	数据与存储	term	查询关键字	thuocl-it	2026-09-17
查询分析器	cha xun fen xi qi	15	数据与存储	term	查询分析器	thuocl-it	2026-09-17
查询变量	cha xun bian liang	15	数据与存储	term	查询变量	thuocl-it	2026-09-17
查询子句	cha xun zi ju	15	数据与存储	term	查询子句	thuocl-it	2026-09-17
查询接口	cha xun jie kou	15	数据与存储	term	查询接口	thuocl-it	2026-09-17
查询缓存	cha xun huan cun	15	数据与存储	term	查询缓存	thuocl-it	2026-09-17
查询表达式	cha xun biao da shi	15	数据与存储	term	查询表达式	thuocl-it	2026-09-17
查询语句	cha xun yu ju	15	数据与存储	term	查询语句	thuocl-it	2026-09-17
查询语言	cha xun yu yan	15	数据与存储	term	查询语言	thuocl-it	2026-09-17
栈与队列	zhan yu dui lie	15	系统与并发	term	栈与队列	thuocl-it	2026-09-17
栈元素	zhan yuan su	15	系统与并发	term	栈元素	thuocl-it	2026-09-17
栈内存	zhan nei cun	15	系统与并发	term	栈内存	thuocl-it	2026-09-17
栈内容	zhan nei rong	15	系统与并发	term	栈内容	thuocl-it	2026-09-17
栈单元	zhan dan yuan	15	系统与并发	term	栈单元	thuocl-it	2026-09-17
栈和队列	zhan he dui lie	15	系统与并发	term	栈和队列	thuocl-it	2026-09-17
栈地址	zhan di zhi	15	系统与并发	term	栈地址	thuocl-it	2026-09-17
栈容量	zhan rong liang	15	系统与并发	term	栈容量	thuocl-it	2026-09-17
栈展开	zhan zhan kai	15	系统与并发	term	栈展开	thuocl-it	2026-09-17
栈指针	zhan zhi zhen	15	系统与并发	term	栈指针	thuocl-it	2026-09-17
栈控制	zhan kong zhi	15	系统与并发	term	栈控制	thuocl-it	2026-09-17
栈机制	zhan ji zhi	15	系统与并发	term	栈机制	thuocl-it	2026-09-17
栈溢出	zhan yi chu	15	系统与并发	term	栈溢出	thuocl-it	2026-09-17
栈算法	zhan suan fa	15	系统与并发	term	栈算法	thuocl-it	2026-09-17
样式属性	yang shi shu xing	15	前端与应用	term	样式属性	thuocl-it	2026-09-17
样式表	yang shi biao	15	前端与应用	term	样式表	thuocl-it	2026-09-17
桌面图标	zhuo mian tu biao	15	前端与应用	term	桌面图标	thuocl-it	2026-09-17
桌面处理器	zhuo mian chu li qi	15	前端与应用	term	桌面处理器	thuocl-it	2026-09-17
桌面快捷方式	zhuo mian kuai jie fang shi	15	前端与应用	term	桌面快捷方式	thuocl-it	2026-09-17
桌面操作系统	zhuo mian cao zuo xi tong	15	前端与应用	term	桌面操作系统	thuocl-it	2026-09-17
桌面检查	zhuo mian jian cha	15	前端与应用	term	桌面检查	thuocl-it	2026-09-17
桌面系统	zhuo mian xi tong	15	前端与应用	term	桌面系统	thuocl-it	2026-09-17
桌面虚拟化	zhuo mian xu ni hua	15	前端与应用	term	桌面虚拟化	thuocl-it	2026-09-17
桌面计算机	zhuo mian ji suan ji	15	前端与应用	term	桌面计算机	thuocl-it	2026-09-17
模块分解	mo kuai fen jie	15	语言与架构	term	模块分解	thuocl-it	2026-09-17
模块加载	mo kuai jia zai	15	语言与架构	term	模块加载	thuocl-it	2026-09-17
模块化开发	mo kuai hua kai fa	15	语言与架构	term	模块化开发	thuocl-it	2026-09-17
模块化方法	mo kuai hua fang fa	15	语言与架构	term	模块化方法	thuocl-it	2026-09-17
模块化编程	mo kuai hua bian cheng	15	语言与架构	term	模块化编程	thuocl-it	2026-09-17
模块外	mo kuai wai	15	语言与架构	term	模块外	thuocl-it	2026-09-17
模块安装	mo kuai an zhuang	15	语言与架构	term	模块安装	thuocl-it	2026-09-17
模块开发	mo kuai kai fa	15	语言与架构	term	模块开发	thuocl-it	2026-09-17
模块性	mo kuai xing	15	语言与架构	term	模块性	thuocl-it	2026-09-17
模块测试	mo kuai ce shi	15	语言与架构	term	模块测试	thuocl-it	2026-09-17
模块驱动	mo kuai qu dong	15	语言与架构	term	模块驱动	thuocl-it	2026-09-17
模板元	mo ban yuan	15	语言与架构	term	模板元	thuocl-it	2026-09-17
模板元编程	mo ban yuan bian cheng	15	语言与架构	term	模板元编程	thuocl-it	2026-09-17
模板函数	mo ban han shu	15	语言与架构	term	模板函数	thuocl-it	2026-09-17
模板化控件	mo ban hua kong jian	15	语言与架构	term	模板化控件	thuocl-it	2026-09-17
模板匹配	mo ban pi pei	15	语言与架构	term	模板匹配	thuocl-it	2026-09-17
模板库	mo ban ku	15	语言与架构	term	模板库	thuocl-it	2026-09-17
模板引擎	mo ban yin qing	15	语言与架构	term	模板引擎	thuocl-it	2026-09-17
模板技术	mo ban ji shu	15	语言与架构	term	模板技术	thuocl-it	2026-09-17
模板整理	mo ban zheng li	15	语言与架构	term	模板整理	thuocl-it	2026-09-17
模板消息	mo ban xiao xi	15	语言与架构	term	模板消息	thuocl-it	2026-09-17
模板算法	mo ban suan fa	15	语言与架构	term	模板算法	thuocl-it	2026-09-17
模板类	mo ban lei	15	语言与架构	term	模板类	thuocl-it	2026-09-17
模板编程	mo ban bian cheng	15	语言与架构	term	模板编程	thuocl-it	2026-09-17
模板节点	mo ban jie dian	15	语言与架构	term	模板节点	thuocl-it	2026-09-17
模板集	mo ban ji	15	语言与架构	term	模板集	thuocl-it	2026-09-17
模板题	mo ban ti	15	语言与架构	term	模板题	thuocl-it	2026-09-17
正则匹配	zheng ze pi pei	15	系统与并发	term	正则匹配	thuocl-it	2026-09-17
正则序	zheng ze xu	15	系统与并发	term	正则序	thuocl-it	2026-09-17
正则形式	zheng ze xing shi	15	系统与并发	term	正则形式	thuocl-it	2026-09-17
正则表达	zheng ze biao da	15	系统与并发	term	正则表达	thuocl-it	2026-09-17
正则表达式	zheng ze biao da shi	15	系统与并发	term	正则表达式	thuocl-it	2026-09-17
正则语言	zheng ze yu yan	15	系统与并发	term	正则语言	thuocl-it	2026-09-17
正则集	zheng ze ji	15	系统与并发	term	正则集	thuocl-it	2026-09-17
死锁恢复	si suo hui fu	15	系统与并发	term	死锁恢复	thuocl-it	2026-09-17
死锁消除	si suo xiao chu	15	系统与并发	term	死锁消除	thuocl-it	2026-09-17
死锁避免	si suo bi mian	15	系统与并发	term	死锁避免	thuocl-it	2026-09-17
死锁预防	si suo yu fang	15	系统与并发	term	死锁预防	thuocl-it	2026-09-17
泛型	fan xing	15	语言与架构	term	泛型	thuocl-it	2026-09-17
泛型接口	fan xing jie kou	15	语言与架构	term	泛型接口	thuocl-it	2026-09-17
泛型方法	fan xing fang fa	15	语言与架构	term	泛型方法	thuocl-it	2026-09-17
泛型算法	fan xing suan fa	15	语言与架构	term	泛型算法	thuocl-it	2026-09-17
泛型类	fan xing lei	15	语言与架构	term	泛型类	thuocl-it	2026-09-17
泛型类型	fan xing lei xing	15	语言与架构	term	泛型类型	thuocl-it	2026-09-17
泛型类型参数	fan xing lei xing can shu	15	语言与架构	term	泛型类型参数	thuocl-it	2026-09-17
泛型类型变量	fan xing lei xing bian liang	15	语言与架构	term	泛型类型变量	thuocl-it	2026-09-17
泛型类型定义	fan xing lei xing ding yi	15	语言与架构	term	泛型类型定义	thuocl-it	2026-09-17
泛型编程	fan xing bian cheng	15	语言与架构	term	泛型编程	thuocl-it	2026-09-17
注解开发	zhu jie kai fa	15	语言与架构	term	注解开发	thuocl-it	2026-09-17
注解方式	zhu jie fang shi	15	语言与架构	term	注解方式	thuocl-it	2026-09-17
注解配置	zhu jie pei zhi	15	语言与架构	term	注解配置	thuocl-it	2026-09-17
测试之道	ce shi zhi dao	15	工程与交付	term	测试之道	thuocl-it	2026-09-17
测试人员	ce shi ren yuan	15	工程与交付	term	测试人员	thuocl-it	2026-09-17
测试任务	ce shi ren wu	15	工程与交付	term	测试任务	thuocl-it	2026-09-17
测试例程	ce shi li cheng	15	工程与交付	term	测试例程	thuocl-it	2026-09-17
测试命令	ce shi ming ling	15	工程与交付	term	测试命令	thuocl-it	2026-09-17
测试响应	ce shi xiang ying	15	工程与交付	term	测试响应	thuocl-it	2026-09-17
测试工具	ce shi gong ju	15	工程与交付	term	测试工具	thuocl-it	2026-09-17
测试工程师	ce shi gong cheng shi	15	工程与交付	term	测试工程师	thuocl-it	2026-09-17
测试开发	ce shi kai fa	15	工程与交付	term	测试开发	thuocl-it	2026-09-17
测试思想	ce shi si xiang	15	工程与交付	term	测试思想	thuocl-it	2026-09-17
测试探针	ce shi tan zhen	15	工程与交付	term	测试探针	thuocl-it	2026-09-17
测试提示	ce shi ti shi	15	工程与交付	term	测试提示	thuocl-it	2026-09-17
测试文本	ce shi wen ben	15	工程与交付	term	测试文本	thuocl-it	2026-09-17
测试方法	ce shi fang fa	15	工程与交付	term	测试方法	thuocl-it	2026-09-17
测试日志	ce shi ri zhi	15	工程与交付	term	测试日志	thuocl-it	2026-09-17
测试时间	ce shi shi jian	15	工程与交付	term	测试时间	thuocl-it	2026-09-17
测试有效性	ce shi you xiao xing	15	工程与交付	term	测试有效性	thuocl-it	2026-09-17
测试框架	ce shi kuang jia	15	工程与交付	term	测试框架	thuocl-it	2026-09-17
测试流程	ce shi liu cheng	15	工程与交付	term	测试流程	thuocl-it	2026-09-17
测试点	ce shi dian	15	工程与交付	term	测试点	thuocl-it	2026-09-17
测试理论	ce shi li lun	15	工程与交付	term	测试理论	thuocl-it	2026-09-17
测试生成	ce shi sheng cheng	15	工程与交付	term	测试生成	thuocl-it	2026-09-17
测试程序	ce shi cheng xu	15	工程与交付	term	测试程序	thuocl-it	2026-09-17
测试策略	ce shi ce lve	15	工程与交付	term	测试策略	thuocl-it	2026-09-17
测试管理	ce shi guan li	15	工程与交付	term	测试管理	thuocl-it	2026-09-17
测试管理工具	ce shi guan li gong ju	15	工程与交付	term	测试管理工具	thuocl-it	2026-09-17
测试类	ce shi lei	15	工程与交付	term	测试类	thuocl-it	2026-09-17
测试背景	ce shi bei jing	15	工程与交付	term	测试背景	thuocl-it	2026-09-17
测试脚本	ce shi jiao ben	15	工程与交付	term	测试脚本	thuocl-it	2026-09-17
测试自动化	ce shi zi dong hua	15	工程与交付	term	测试自动化	thuocl-it	2026-09-17
测试覆盖	ce shi fu gai	15	工程与交付	term	测试覆盖	thuocl-it	2026-09-17
测试规约	ce shi gui yue	15	工程与交付	term	测试规约	thuocl-it	2026-09-17
测试计划	ce shi ji hua	15	工程与交付	term	测试计划	thuocl-it	2026-09-17
测试设备	ce shi she bei	15	工程与交付	term	测试设备	thuocl-it	2026-09-17
测试设计	ce shi she ji	15	工程与交付	term	测试设计	thuocl-it	2026-09-17
测试评估	ce shi ping gu	15	工程与交付	term	测试评估	thuocl-it	2026-09-17
测试评审	ce shi ping shen	15	工程与交付	term	测试评审	thuocl-it	2026-09-17
测试语言	ce shi yu yan	15	工程与交付	term	测试语言	thuocl-it	2026-09-17
测试资源	ce shi zi yuan	15	工程与交付	term	测试资源	thuocl-it	2026-09-17
测试过程	ce shi guo cheng	15	工程与交付	term	测试过程	thuocl-it	2026-09-17
测试运维	ce shi yun wei	15	工程与交付	term	测试运维	thuocl-it	2026-09-17
测试运行	ce shi yun xing	15	工程与交付	term	测试运行	thuocl-it	2026-09-17
测试顺序	ce shi shun xu	15	工程与交付	term	测试顺序	thuocl-it	2026-09-17
测试驱动器	ce shi qu dong qi	15	工程与交付	term	测试驱动器	thuocl-it	2026-09-17
测试驱动程序	ce shi qu dong cheng xu	15	工程与交付	term	测试驱动程序	thuocl-it	2026-09-17
浏览器兼容	liu lan qi jian rong	15	前端与应用	term	浏览器兼容	thuocl-it	2026-09-17
浏览器兼容性	liu lan qi jian rong xing	15	前端与应用	term	浏览器兼容性	thuocl-it	2026-09-17
浏览器内核	liu lan qi nei he	15	前端与应用	term	浏览器内核	thuocl-it	2026-09-17
浏览器插件	liu lan qi cha jian	15	前端与应用	term	浏览器插件	thuocl-it	2026-09-17
浏览器服务器	liu lan qi fu wu qi	15	前端与应用	term	浏览器服务器	thuocl-it	2026-09-17
浏览器版本	liu lan qi ban ben	15	前端与应用	term	浏览器版本	thuocl-it	2026-09-17
浏览器缓存	liu lan qi huan cun	15	前端与应用	term	浏览器缓存	thuocl-it	2026-09-17
浏览器脚本	liu lan qi jiao ben	15	前端与应用	term	浏览器脚本	thuocl-it	2026-09-17
浏览器项目	liu lan qi xiang mu	15	前端与应用	term	浏览器项目	thuocl-it	2026-09-17
消息队列	xiao xi dui lie	15	数据与存储	term	消息队列	thuocl-it	2026-09-17
渲染器	xuan ran qi	15	前端与应用	term	渲染器	thuocl-it	2026-09-17
渲染引擎	xuan ran yin qing	15	前端与应用	term	渲染引擎	thuocl-it	2026-09-17
渲染效果	xuan ran xiao guo	15	前端与应用	term	渲染效果	thuocl-it	2026-09-17
渲染管线	xuan ran guan xian	15	前端与应用	term	渲染管线	thuocl-it	2026-09-17
滚动字幕	gun dong zi mu	15	前端与应用	term	滚动字幕	thuocl-it	2026-09-17
滚动效果	gun dong xiao guo	15	前端与应用	term	滚动效果	thuocl-it	2026-09-17
滚动数组	gun dong shu zu	15	前端与应用	term	滚动数组	thuocl-it	2026-09-17
滚动视图	gun dong shi tu	15	前端与应用	term	滚动视图	thuocl-it	2026-09-17
漏洞分析	lou dong fen xi	15	网络与安全	term	漏洞分析	thuocl-it	2026-09-17
漏洞利用	lou dong li yong	15	网络与安全	term	漏洞利用	thuocl-it	2026-09-17
漏洞挖掘	lou dong wa jue	15	网络与安全	term	漏洞挖掘	thuocl-it	2026-09-17
漏洞收集	lou dong shou ji	15	网络与安全	term	漏洞收集	thuocl-it	2026-09-17
漏洞演练	lou dong yan lian	15	网络与安全	term	漏洞演练	thuocl-it	2026-09-17
版本信息	ban ben xin xi	15	工程与交付	term	版本信息	thuocl-it	2026-09-17
版本兼容	ban ben jian rong	15	工程与交付	term	版本兼容	thuocl-it	2026-09-17
版本冲突	ban ben chong tu	15	工程与交付	term	版本冲突	thuocl-it	2026-09-17
版本升级	ban ben sheng ji	15	工程与交付	term	版本升级	thuocl-it	2026-09-17
版本定制	ban ben ding zhi	15	工程与交付	term	版本定制	thuocl-it	2026-09-17
版本库	ban ben ku	15	工程与交付	term	版本库	thuocl-it	2026-09-17
版本控制器	ban ben kong zhi qi	15	工程与交付	term	版本控制器	thuocl-it	2026-09-17
版本控制工具	ban ben kong zhi gong ju	15	工程与交付	term	版本控制工具	thuocl-it	2026-09-17
版本控制系统	ban ben kong zhi xi tong	15	工程与交付	term	版本控制系统	thuocl-it	2026-09-17
版本检测	ban ben jian ce	15	工程与交付	term	版本检测	thuocl-it	2026-09-17
版本策略	ban ben ce lve	15	工程与交付	term	版本策略	thuocl-it	2026-09-17
版本管理工具	ban ben guan li gong ju	15	工程与交付	term	版本管理工具	thuocl-it	2026-09-17
版本编程	ban ben bian cheng	15	工程与交付	term	版本编程	thuocl-it	2026-09-17
版本适配	ban ben shi pei	15	工程与交付	term	版本适配	thuocl-it	2026-09-17
物理内存	wu li nei cun	15	系统与并发	term	物理内存	thuocl-it	2026-09-17
特征函数	te zheng han shu	15	语言与架构	term	特征函数	thuocl-it	2026-09-17
特征分析	te zheng fen xi	15	语言与架构	term	特征分析	thuocl-it	2026-09-17
特征匹配	te zheng pi pei	15	语言与架构	term	特征匹配	thuocl-it	2026-09-17
特征抽取	te zheng chou qu	15	语言与架构	term	特征抽取	thuocl-it	2026-09-17
特征方程	te zheng fang cheng	15	语言与架构	term	特征方程	thuocl-it	2026-09-17
特征检测	te zheng jian ce	15	语言与架构	term	特征检测	thuocl-it	2026-09-17
特征模型	te zheng mo xing	15	语言与架构	term	特征模型	thuocl-it	2026-09-17
特征点	te zheng dian	15	语言与架构	term	特征点	thuocl-it	2026-09-17
特征点检测	te zheng dian jian ce	15	语言与架构	term	特征点检测	thuocl-it	2026-09-17
特征生成	te zheng sheng cheng	15	语言与架构	term	特征生成	thuocl-it	2026-09-17
特征空间	te zheng kong jian	15	语言与架构	term	特征空间	thuocl-it	2026-09-17
特征识别	te zheng shi bie	15	语言与架构	term	特征识别	thuocl-it	2026-09-17
特征项	te zheng xiang	15	语言与架构	term	特征项	thuocl-it	2026-09-17
环境变量设置	huan jing bian liang she zhi	15	工程与交付	term	环境变量设置	thuocl-it	2026-09-17
环境变量配置	huan jing bian liang pei zhi	15	工程与交付	term	环境变量配置	thuocl-it	2026-09-17
用例	yong li	15	工程与交付	term	用例	thuocl-it	2026-09-17
用例图	yong li tu	15	工程与交付	term	用例图	thuocl-it	2026-09-17
用例扩展	yong li kuo zhan	15	工程与交付	term	用例扩展	thuocl-it	2026-09-17
用例数目	yong li shu mu	15	工程与交付	term	用例数目	thuocl-it	2026-09-17
用例设计	yong li she ji	15	工程与交付	term	用例设计	thuocl-it	2026-09-17
用户体验设计	yong hu ti yan she ji	15	前端与应用	term	用户体验设计	thuocl-it	2026-09-17
用户态	yong hu tai	15	系统与并发	term	用户态	thuocl-it	2026-09-17
用户界面设计	yong hu jie mian she ji	15	前端与应用	term	用户界面设计	thuocl-it	2026-09-17
监听事件	jian ting shi jian	15	前端与应用	term	监听事件	thuocl-it	2026-09-17
监听器	jian ting qi	15	前端与应用	term	监听器	thuocl-it	2026-09-17
监听键盘	jian ting jian pan	15	前端与应用	term	监听键盘	thuocl-it	2026-09-17
监控任务	jian kong ren wu	15	工程与交付	term	监控任务	thuocl-it	2026-09-17
监控台	jian kong tai	15	工程与交付	term	监控台	thuocl-it	2026-09-17
监控告警	jian kong gao jing	15	工程与交付	term	监控告警	thuocl-it	2026-09-17
监控工具	jian kong gong ju	15	工程与交付	term	监控工具	thuocl-it	2026-09-17
监控方式	jian kong fang shi	15	工程与交付	term	监控方式	thuocl-it	2026-09-17
监控程序	jian kong cheng xu	15	工程与交付	term	监控程序	thuocl-it	2026-09-17
目录排序	mu lu pai xu	15	系统与并发	term	目录排序	thuocl-it	2026-09-17
目录操作	mu lu cao zuo	15	系统与并发	term	目录操作	thuocl-it	2026-09-17
目录服务	mu lu fu wu	15	系统与并发	term	目录服务	thuocl-it	2026-09-17
目录树	mu lu shu	15	系统与并发	term	目录树	thuocl-it	2026-09-17
目录结构	mu lu jie gou	15	系统与并发	term	目录结构	thuocl-it	2026-09-17
目录配置	mu lu pei zhi	15	系统与并发	term	目录配置	thuocl-it	2026-09-17
移动互联	yi dong hu lian	15	前端与应用	term	移动互联	thuocl-it	2026-09-17
