# 词	编码	人工权重	分类	类型	实体	来源	核对日期
有害内容检测	you hai nei rong jian ce	20	安全	term	有害内容检测	curated	2026-09-17
有害输出过滤	you hai shu chu guo lv	20	安全	term	有害输出过滤	curated	2026-09-17
有效感受野	you xiao gan shou ye	20	架构	term	有效感受野	curated	2026-09-17
有标签数据	you biao qian shu ju	20	数据	term	有标签数据	curated	2026-09-17
服务健康检查	fu wu jian kang jian cha	20	推理	term	服务健康检查	curated	2026-09-17
服务可用性	fu wu ke yong xing	20	推理	term	服务可用性	curated	2026-09-17
服务可靠性	fu wu ke kao xing	20	推理	term	服务可靠性	curated	2026-09-17
服务水平目标	fu wu shui ping mu biao	20	推理	term	服务水平目标	curated	2026-09-17
服务降级	fu wu jiang ji	20	推理	term	服务降级	curated	2026-09-17
期望回报	qi wang hui bao	20	强化	term	期望回报	curated	2026-09-17
期望最大化	qi wang zui da hua	20	算法	term	期望最大化	curated	2026-09-17
期望校准误差	qi wang jiao zhun wu cha	20	评估	term	期望校准误差	curated	2026-09-17
未知词元	wei zhi ci yuan	20	数据	term	未知词元	curated	2026-09-17
本体	ben ti	20	检索	term	本体	curated	2026-09-17
本体对齐	ben ti dui qi	20	检索	term	本体对齐	curated	2026-09-17
本体构建	ben ti gou jian	20	检索	term	本体构建	curated	2026-09-17
本地推理	ben di tui li	20	推理	term	本地推理	curated	2026-09-17
本地模式	ben di mo shi	20	工程	term	本地模式	curated	2026-09-17
朴素贝叶斯	pu su bei ye si	20	算法	term	朴素贝叶斯	curated	2026-09-17
机会均等	ji hui jun deng	20	安全	term	机会均等	curated	2026-09-17
机器人学习	ji qi ren xue xi	20	强化	term	机器人学习	curated	2026-09-17
机器人抓取	ji qi ren zhua qu	20	强化	term	机器人抓取	curated	2026-09-17
机器人控制	ji qi ren kong zhi	20	强化	term	机器人控制	curated	2026-09-17
机器人操作	ji qi ren cao zuo	20	强化	term	机器人操作	curated	2026-09-17
机器学习	ji qi xue xi	20	基础	term	机器学习	curated	2026-09-17
机器学习工程	ji qi xue xi gong cheng	20	工程	term	机器学习工程	curated	2026-09-17
机器翻译	ji qi fan yi	20	提示	term	机器翻译	curated	2026-09-17
机器阅读理解	ji qi yue du li jie	20	专项任务	term	机器阅读理解	glossary	2026-09-17
权重初始化	quan zhong chu shi hua	20	架构	term	权重初始化	curated	2026-09-17
权重剪枝	quan zhong jian zhi	20	推理	term	权重剪枝	curated	2026-09-17
权重卸载	quan zhong xie zai	20	推理	term	权重卸载	curated	2026-09-17
权重平均	quan zhong ping jun	20	训练	term	权重平均	curated	2026-09-17
权重衰减	quan zhong shuai jian	20	训练	term	权重衰减	curated	2026-09-17
权重量化	quan zhong liang hua	20	推理	term	权重量化	curated	2026-09-17
权限边界	quan xian bian jie	20	安全	term	权限边界	curated	2026-09-17
权限过滤	quan xian guo lv	20	检索	term	权限过滤	curated	2026-09-17
权限隔离	quan xian ge li	20	安全	term	权限隔离	curated	2026-09-17
材料筛选	cai liao shai xuan	20	专项任务	term	材料筛选	glossary	2026-09-17
束搜索	shu sou suo	20	提示	term	束搜索	curated	2026-09-17
条件互信息	tiao jian hu xin xi	20	数学	term	条件互信息	curated	2026-09-17
条件似然	tiao jian si ran	20	数学	term	条件似然	curated	2026-09-17
条件分布	tiao jian fen bu	20	数学	term	条件分布	curated	2026-09-17
条件分支	tiao jian fen zhi	20	智能体	term	条件分支	curated	2026-09-17
条件变分自编码器	tiao jian bian fen zi bian ma qi	20	架构	term	条件变分自编码器	curated	2026-09-17
条件扩散模型	tiao jian kuo san mo xing	20	架构	term	条件扩散模型	curated	2026-09-17
条件数	tiao jian shu	20	教材术语	term	条件数	d2l	2026-09-17
条件概率	tiao jian gai lv	20	数学	term	条件概率	curated	2026-09-17
条件熵	tiao jian shang	20	数学	term	条件熵	curated	2026-09-17
条件独立的	tiao jian du li de	20	教材术语	term	条件独立的	d2l	2026-09-17
条件生成	tiao jian sheng cheng	20	视觉	term	条件生成	curated	2026-09-17
条件生成对抗网络	tiao jian sheng cheng dui kang wang luo	20	架构	term	条件生成对抗网络	curated	2026-09-17
条件程序生成	tiao jian cheng xu sheng cheng	20	专项任务	term	条件程序生成	glossary	2026-09-17
条件随机场	tiao jian sui ji chang	20	算法	term	条件随机场	curated	2026-09-17
来源归因	lai yuan gui yin	20	检索	term	来源归因	curated	2026-09-17
来源标记	lai yuan biao ji	20	安全	term	来源标记	curated	2026-09-17
杰卡德相似度	jie ka de xiang si du	20	数学	term	杰卡德相似度	curated	2026-09-17
杰卡德系数	jie ka de xi shu	20	教材术语	term	杰卡德系数	d2l	2026-09-17
极大似然估计量	ji da si ran gu ji liang	20	教材术语	term	极大似然估计量	d2l	2026-09-17
极端随机树	ji duan sui ji shu	20	算法	term	极端随机树	curated	2026-09-17
查全率	cha quan lv	20	评估	term	查全率	curated	2026-09-17
查准率	cha zhun lv	20	检索	term	查准率	curated	2026-09-17
查询分解	cha xun fen jie	20	检索	term	查询分解	curated	2026-09-17
查询向量	cha xun xiang liang	20	检索	term	查询向量	curated	2026-09-17
查询增强	cha xun zeng qiang	20	检索	term	查询增强	curated	2026-09-17
查询扩展	cha xun kuo zhan	20	检索	term	查询扩展	curated	2026-09-17
查询改写	cha xun gai xie	20	检索	term	查询改写	curated	2026-09-17
查询理解	cha xun li jie	20	检索	term	查询理解	curated	2026-09-17
查询生成	cha xun sheng cheng	20	检索	term	查询生成	curated	2026-09-17
查询路由	cha xun lu you	20	检索	term	查询路由	curated	2026-09-17
标准化	biao zhun hua	20	教材术语	term	标准化	d2l	2026-09-17
标准差	biao zhun cha	20	教材术语	term	标准差	d2l	2026-09-17
标注一致性	biao zhu yi zhi xing	20	数据	term	标注一致性	curated	2026-09-17
标注偏差	biao zhu pian cha	20	数据	term	标注偏差	curated	2026-09-17
标注协议	biao zhu xie yi	20	数据	term	标注协议	curated	2026-09-17
标注指南	biao zhu zhi nan	20	数据	term	标注指南	curated	2026-09-17
标注质量	biao zhu zhi liang	20	数据	term	标注质量	curated	2026-09-17
标签体系	biao qian ti xi	20	数据	term	标签体系	curated	2026-09-17
标签偏移	biao qian pian yi	20	教材术语	term	标签偏移	d2l	2026-09-17
标签噪声	biao qian zao sheng	20	数据	term	标签噪声	curated	2026-09-17
标签审计	biao qian shen ji	20	数据	term	标签审计	curated	2026-09-17
标签平滑	biao qian ping hua	20	训练	term	标签平滑	curated	2026-09-17
标签归一化	biao qian gui yi hua	20	数据	term	标签归一化	curated	2026-09-17
标签映射	biao qian ying she	20	数据	term	标签映射	curated	2026-09-17
标签校验	biao qian jiao yan	20	数据	term	标签校验	curated	2026-09-17
标签泄漏	biao qian xie lou	20	数据	term	标签泄漏	curated	2026-09-17
标量量化	biao liang liang hua	20	检索	term	标量量化	curated	2026-09-17
校准数据	jiao zhun shu ju	20	推理	term	校准数据	curated	2026-09-17
校准误差	jiao zhun wu cha	20	推理	term	校准误差	curated	2026-09-17
校准集	jiao zhun ji	20	推理	term	校准集	curated	2026-09-17
样式迁移	yang shi qian yi	20	教材术语	term	样式迁移	d2l	2026-09-17
样本复杂度	yang ben fu za du	20	基础	term	样本复杂度	curated	2026-09-17
样本效率	yang ben xiao lv	20	基础	term	样本效率	curated	2026-09-17
样本空间	yang ben kong jian	20	教材术语	term	样本空间	d2l	2026-09-17
样本筛选	yang ben shai xuan	20	数据	term	样本筛选	curated	2026-09-17
样本重加权	yang ben chong jia quan	20	数据	term	样本重加权	curated	2026-09-17
样本重采样	yang ben chong cai yang	20	数据	term	样本重采样	curated	2026-09-17
核主成分分析	he zhu cheng fen fen xi	20	算法	term	核主成分分析	curated	2026-09-17
核函数	he han shu	20	算法	term	核函数	curated	2026-09-17
核回归	he hui gui	20	算法	term	核回归	curated	2026-09-17
核岭回归	he ling hui gui	20	算法	term	核岭回归	curated	2026-09-17
核技巧	he ji qiao	20	算法	term	核技巧	curated	2026-09-17
核方法	he fang fa	20	算法	term	核方法	curated	2026-09-17
核范数	he fan shu	20	数学	term	核范数	curated	2026-09-17
核采样	he cai yang	20	提示	term	核采样	curated	2026-09-17
格式正确率	ge shi zheng que lv	20	评估	term	格式正确率	curated	2026-09-17
格式约束	ge shi yue shu	20	提示	term	格式约束	curated	2026-09-17
格拉姆矩阵	ge la mu ju zhen	20	教材术语	term	格拉姆矩阵	d2l	2026-09-17
梅尔倒谱	mei er dao pu	20	语音	term	梅尔倒谱	curated	2026-09-17
梅尔频谱	mei er pin pu	20	语音	term	梅尔频谱	curated	2026-09-17
梯度	ti du	20	数学	term	梯度	curated	2026-09-17
梯度下降	ti du xia jiang	20	训练	term	梯度下降	curated	2026-09-17
梯度估计	ti du gu ji	20	数学	term	梯度估计	curated	2026-09-17
梯度全归约	ti du quan gui yue	20	训练	term	梯度全归约	curated	2026-09-17
梯度冲突	ti du chong tu	20	训练	term	梯度冲突	curated	2026-09-17
梯度压缩	ti du ya suo	20	训练	term	梯度压缩	curated	2026-09-17
梯度反转	ti du fan zhuan	20	训练	term	梯度反转	curated	2026-09-17
梯度同步	ti du tong bu	20	训练	term	梯度同步	curated	2026-09-17
梯度噪声	ti du zao sheng	20	训练	term	梯度噪声	curated	2026-09-17
梯度归一化	ti du gui yi hua	20	训练	term	梯度归一化	curated	2026-09-17
梯度惩罚	ti du cheng fa	20	训练	term	梯度惩罚	curated	2026-09-17
梯度提升	ti du ti sheng	20	算法	term	梯度提升	curated	2026-09-17
梯度提升决策树	ti du ti sheng jue ce shu	20	算法	term	梯度提升决策树	curated	2026-09-17
梯度提升树	ti du ti sheng shu	20	算法	term	梯度提升树	curated	2026-09-17
梯度检查点	ti du jian cha dian	20	训练	term	梯度检查点	curated	2026-09-17
梯度消失	ti du xiao shi	20	训练	term	梯度消失	curated	2026-09-17
梯度溢出	ti du yi chu	20	训练	term	梯度溢出	curated	2026-09-17
梯度爆炸	ti du bao zha	20	训练	term	梯度爆炸	curated	2026-09-17
梯度累积	ti du lei ji	20	训练	term	梯度累积	curated	2026-09-17
梯度累积步数	ti du lei ji bu shu	20	训练	term	梯度累积步数	curated	2026-09-17
梯度缩放	ti du suo fang	20	训练	term	梯度缩放	curated	2026-09-17
梯度范数	ti du fan shu	20	数学	term	梯度范数	curated	2026-09-17
梯度裁剪	ti du cai jian	20	训练	term	梯度裁剪	curated	2026-09-17
检查点	jian cha dian	20	训练	term	检查点	curated	2026-09-17
检查点合并	jian cha dian he bing	20	训练	term	检查点合并	curated	2026-09-17
检查点转换	jian cha dian zhuan huan	20	训练	term	检查点转换	curated	2026-09-17
检查节点	jian cha jie dian	20	智能体	term	检查节点	curated	2026-09-17
检索吞吐	jian suo tun tu	20	检索	term	检索吞吐	curated	2026-09-17
检索增强	jian suo zeng qiang	20	检索	term	检索增强	curated	2026-09-17
检索增强生成	jian suo zeng qiang sheng cheng	20	检索	term	检索增强生成	curated	2026-09-17
检索延迟	jian suo yan chi	20	检索	term	检索延迟	curated	2026-09-17
检索投毒	jian suo tou du	20	安全	term	检索投毒	curated	2026-09-17
检索生成融合	jian suo sheng cheng rong he	20	检索	term	检索生成融合	curated	2026-09-17
检索精度	jian suo jing du	20	检索	term	检索精度	curated	2026-09-17
检索缓存	jian suo huan cun	20	检索	term	检索缓存	curated	2026-09-17
检索评估	jian suo ping gu	20	检索	term	检索评估	curated	2026-09-17
概念偏移	gai nian pian yi	20	教材术语	term	概念偏移	d2l	2026-09-17
概念漂移	gai nian piao yi	20	工程	term	概念漂移	curated	2026-09-17
概率图模型	gai lv tu mo xing	20	算法	term	概率图模型	curated	2026-09-17
概率密度	gai lv mi du	20	数学	term	概率密度	curated	2026-09-17
概率论	gai lv lun	20	数学	term	概率论	curated	2026-09-17
概率质量	gai lv zhi liang	20	数学	term	概率质量	curated	2026-09-17
槽位填充	cao wei tian chong	20	提示	term	槽位填充	curated	2026-09-17
模仿学习	mo fang xue xi	20	强化	term	模仿学习	curated	2026-09-17
模型上下文协议	mo xing shang xia wen xie yi	20	工程	term	模型上下文协议	curated	2026-09-17
模型仓库	mo xing cang ku	20	推理	term	模型仓库	curated	2026-09-17
模型依赖	mo xing yi lai	20	工程	term	模型依赖	curated	2026-09-17
模型保存	mo xing bao cun	20	训练	term	模型保存	curated	2026-09-17
模型假设	mo xing jia she	20	基础	term	模型假设	curated	2026-09-17
模型切换	mo xing qie huan	20	推理	term	模型切换	curated	2026-09-17
模型制品	mo xing zhi pin	20	工程	term	模型制品	curated	2026-09-17
模型剪枝	mo xing jian zhi	20	推理	term	模型剪枝	curated	2026-09-17
模型加载	mo xing jia zai	20	推理	term	模型加载	curated	2026-09-17
模型卡	mo xing ka	20	数据	term	模型卡	curated	2026-09-17
模型卸载	mo xing xie zai	20	推理	term	模型卸载	curated	2026-09-17
模型压缩	mo xing ya suo	20	推理	term	模型压缩	curated	2026-09-17
模型参数	mo xing can shu	20	教材术语	term	模型参数	d2l	2026-09-17
模型反演	mo xing fan yan	20	安全	term	模型反演	curated	2026-09-17
模型回滚	mo xing hui gun	20	推理	term	模型回滚	curated	2026-09-17
模型回退	mo xing hui tui	20	工程	term	模型回退	curated	2026-09-17
模型复杂度	mo xing fu za du	20	基础	term	模型复杂度	curated	2026-09-17
模型安全	mo xing an quan	20	安全	term	模型安全	curated	2026-09-17
模型容量	mo xing rong liang	20	基础	term	模型容量	curated	2026-09-17
模型导出	mo xing dao chu	20	推理	term	模型导出	curated	2026-09-17
模型平均	mo xing ping jun	20	训练	term	模型平均	curated	2026-09-17
模型幻觉	mo xing huan jue	20	评估	term	模型幻觉	curated	2026-09-17
模型强化学习	mo xing qiang hua xue xi	20	强化	term	模型强化学习	curated	2026-09-17
模型恢复	mo xing hui fu	20	训练	term	模型恢复	curated	2026-09-17
模型打包	mo xing da bao	20	推理	term	模型打包	curated	2026-09-17
模型托管	mo xing tuo guan	20	推理	term	模型托管	curated	2026-09-17
模型推理	mo xing tui li	20	推理	term	模型推理	curated	2026-09-17
模型提取	mo xing ti qu	20	安全	term	模型提取	curated	2026-09-17
模型服务	mo xing fu wu	20	推理	term	模型服务	curated	2026-09-17
模型检查点	mo xing jian cha dian	20	训练	term	模型检查点	curated	2026-09-17
模型泄漏	mo xing xie lou	20	安全	term	模型泄漏	curated	2026-09-17
模型泛化	mo xing fan hua	20	基础	term	模型泛化	curated	2026-09-17
模型注册	mo xing zhu ce	20	推理	term	模型注册	curated	2026-09-17
模型注册表	mo xing zhu ce biao	20	工程	term	模型注册表	curated	2026-09-17
模型滥用	mo xing lan yong	20	安全	term	模型滥用	curated	2026-09-17
模型漂移	mo xing piao yi	20	工程	term	模型漂移	curated	2026-09-17
模型版本	mo xing ban ben	20	推理	term	模型版本	curated	2026-09-17
模型生命周期	mo xing sheng ming zhou qi	20	工程	term	模型生命周期	curated	2026-09-17
模型监控	mo xing jian kong	20	推理	term	模型监控	curated	2026-09-17
模型窃取	mo xing qie qu	20	安全	term	模型窃取	curated	2026-09-17
模型端点	mo xing duan dian	20	推理	term	模型端点	curated	2026-09-17
模型签名	mo xing qian ming	20	工程	term	模型签名	curated	2026-09-17
模型级联	mo xing ji lian	20	工程	term	模型级联	curated	2026-09-17
模型组合	mo xing zu he	20	工程	term	模型组合	curated	2026-09-17
模型编排	mo xing bian pai	20	工程	term	模型编排	curated	2026-09-17
模型网关	mo xing wang guan	20	推理	term	模型网关	curated	2026-09-17
模型蒸馏	mo xing zheng liu	20	训练	term	模型蒸馏	curated	2026-09-17
模型融合	mo xing rong he	20	算法	term	模型融合	curated	2026-09-17
模型裁判	mo xing cai pan	20	评估	term	模型裁判	curated	2026-09-17
模型评估	mo xing ping gu	20	评估	term	模型评估	curated	2026-09-17
模型评测	mo xing ping ce	20	评估	term	模型评测	curated	2026-09-17
模型路由	mo xing lu you	20	推理	term	模型路由	curated	2026-09-17
模型转换	mo xing zhuan huan	20	推理	term	模型转换	curated	2026-09-17
模型连接器	mo xing lian jie qi	20	工程	term	模型连接器	curated	2026-09-17
模型适配	mo xing shi pei	20	工程	term	模型适配	curated	2026-09-17
模型选择	mo xing xuan ze	20	教材术语	term	模型选择	d2l	2026-09-17
模型部署	mo xing bu shu	20	推理	term	模型部署	curated	2026-09-17
模型配置	mo xing pei zhi	20	推理	term	模型配置	curated	2026-09-17
模型量化	mo xing liang hua	20	推理	term	模型量化	curated	2026-09-17
模型预热	mo xing yu re	20	推理	term	模型预热	curated	2026-09-17
模式约束	mo shi yue shu	20	提示	term	模式约束	curated	2026-09-17
模糊去重	mo hu qu chong	20	数据	term	模糊去重	curated	2026-09-17
模糊聚类	mo hu ju lei	20	算法	term	模糊聚类	curated	2026-09-17
欠拟合	qian ni he	20	训练	term	欠拟合	curated	2026-09-17
欠采样	qian cai yang	20	数据	term	欠采样	curated	2026-09-17
次梯度	ci ti du	20	数学	term	次梯度	curated	2026-09-17
欧氏距离	ou shi ju li	20	数学	term	欧氏距离	curated	2026-09-17
欺诈检测	qi zha jian ce	20	专项任务	term	欺诈检测	glossary	2026-09-17
歌声合成	ge sheng he cheng	20	语音	term	歌声合成	curated	2026-09-17
歌声转换	ge sheng zhuan huan	20	语音	term	歌声转换	curated	2026-09-17
正交初始化	zheng jiao chu shi hua	20	架构	term	正交初始化	curated	2026-09-17
正交矩阵	zheng jiao ju zhen	20	数学	term	正交矩阵	curated	2026-09-17
正则化	zheng ze hua	20	训练	term	正则化	curated	2026-09-17
正则化常数	zheng ze hua chang shu	20	教材术语	term	正则化常数	d2l	2026-09-17
正定矩阵	zheng ding ju zhen	20	数学	term	正定矩阵	curated	2026-09-17
正弦位置编码	zheng xian wei zhi bian ma	20	架构	term	正弦位置编码	curated	2026-09-17
正态分布	zheng tai fen bu	20	数学	term	正态分布	curated	2026-09-17
正态初始化	zheng tai chu shi hua	20	架构	term	正态初始化	curated	2026-09-17
正投影视图目标检测	zheng tou ying shi tu mu biao jian ce	20	专项任务	term	正投影视图目标检测	glossary	2026-09-17
正迁移	zheng qian yi	20	基础	term	正迁移	curated	2026-09-17
正面提示	zheng mian ti shi	20	视觉	term	正面提示	curated	2026-09-17
步预测	bu yu ce	20	教材术语	term	步预测	d2l	2026-09-17
死亡率预测	si wang lv yu ce	20	专项任务	term	死亡率预测	glossary	2026-09-17
死亡神经元	si wang shen jing yuan	20	架构	term	死亡神经元	curated	2026-09-17
残差块	can cha kuai	20	教材术语	term	残差块	d2l	2026-09-17
残差网络	can cha wang luo	20	架构	term	残差网络	curated	2026-09-17
残差连接	can cha lian jie	20	架构	term	残差连接	curated	2026-09-17
残差量化	can cha liang hua	20	检索	term	残差量化	curated	2026-09-17
段落去重	duan luo qu chong	20	数据	term	段落去重	curated	2026-09-17
段落重排序	duan luo chong pai xu	20	专项任务	term	段落重排序	glossary	2026-09-17
每词元延迟	mei ci yuan yan chi	20	提示	term	每词元延迟	curated	2026-09-17
求和法则	qiu he fa ze	20	教材术语	term	求和法则	d2l	2026-09-17
汇聚窗口	hui ju chuang kou	20	教材术语	term	汇聚窗口	d2l	2026-09-17
汇聚节点	hui ju jie dian	20	智能体	term	汇聚节点	curated	2026-09-17
汉明距离	han ming ju li	20	数学	term	汉明距离	curated	2026-09-17
池化层	chi hua ceng	20	架构	term	池化层	curated	2026-09-17
汤普森采样	tang pu sen cai yang	20	算法	term	汤普森采样	curated	2026-09-17
沙箱执行	sha xiang zhi xing	20	安全	term	沙箱执行	curated	2026-09-17
沙箱隔离	sha xiang ge li	20	安全	term	沙箱隔离	curated	2026-09-17
泊松分布	bo song fen bu	20	数学	term	泊松分布	curated	2026-09-17
泊松回归	bo song hui gui	20	算法	term	泊松回归	curated	2026-09-17
泛化界	fan hua jie	20	基础	term	泛化界	curated	2026-09-17
泛化能力	fan hua neng li	20	基础	term	泛化能力	curated	2026-09-17
泛化误差	fan hua wu cha	20	基础	term	泛化误差	curated	2026-09-17
波形	bo xing	20	语音	term	波形	curated	2026-09-17
波形生成	bo xing sheng cheng	20	语音	term	波形生成	curated	2026-09-17
注意力偏置	zhu yi li pian zhi	20	架构	term	注意力偏置	curated	2026-09-17
注意力分数	zhu yi li fen shu	20	架构	term	注意力分数	curated	2026-09-17
注意力掩码	zhu yi li yan ma	20	架构	term	注意力掩码	curated	2026-09-17
注意力提示	zhu yi li ti shi	20	教材术语	term	注意力提示	d2l	2026-09-17
注意力机制	zhu yi li ji zhi	20	架构	term	注意力机制	curated	2026-09-17
注意力权重	zhu yi li quan zhong	20	架构	term	注意力权重	curated	2026-09-17
注意力汇聚	zhu yi li hui ju	20	教材术语	term	注意力汇聚	d2l	2026-09-17
注意力矩阵	zhu yi li ju zhen	20	架构	term	注意力矩阵	curated	2026-09-17
注意力评分函数	zhu yi li ping fen han shu	20	教材术语	term	注意力评分函数	d2l	2026-09-17
泰勒展开	tai lei zhan kai	20	数学	term	泰勒展开	curated	2026-09-17
活动识别	huo dong shi bie	20	专项任务	term	活动识别	glossary	2026-09-17
活动预测	huo dong yu ce	20	专项任务	term	活动预测	glossary	2026-09-17
活性值	huo xing zhi	20	教材术语	term	活性值	d2l	2026-09-17
流匹配	liu pi pei	20	架构	term	流匹配	curated	2026-09-17
流式推理	liu shi tui li	20	推理	term	流式推理	curated	2026-09-17
流式语音合成	liu shi yu yin he cheng	20	语音	term	流式语音合成	curated	2026-09-17
流式语音识别	liu shi yu yin shi bie	20	语音	term	流式语音识别	curated	2026-09-17
流式输出	liu shi shu chu	20	提示	term	流式输出	curated	2026-09-17
流形学习	liu xing xue xi	20	基础	term	流形学习	curated	2026-09-17
流水线并行	liu shui xian bing xing	20	训练	term	流水线并行	curated	2026-09-17
流畅性	liu chang xing	20	评估	term	流畅性	curated	2026-09-17
测试数据集	ce shi shu ju ji	20	教材术语	term	测试数据集	d2l	2026-09-17
测试时扩展	ce shi shi kuo zhan	20	智能体	term	测试时扩展	curated	2026-09-17
测试时计算	ce shi shi ji suan	20	智能体	term	测试时计算	curated	2026-09-17
测试集	ce shi ji	20	数据	term	测试集	curated	2026-09-17
测试集污染	ce shi ji wu ran	20	数据	term	测试集污染	curated	2026-09-17
浏览器智能体	liu lan qi zhi neng ti	20	智能体	term	浏览器智能体	curated	2026-09-17
浮点误差	fu dian wu cha	20	数学	term	浮点误差	curated	2026-09-17
海森矩阵	hai sen ju zhen	20	数学	term	海森矩阵	curated	2026-09-17
消息传递	xiao xi chuan di	20	智能体	term	消息传递	curated	2026-09-17
消息传递网络	xiao xi chuan di wang luo	20	架构	term	消息传递网络	curated	2026-09-17
消息协议	xiao xi xie yi	20	工程	term	消息协议	curated	2026-09-17
消息格式	xiao xi ge shi	20	工程	term	消息格式	curated	2026-09-17
消融实验	xiao rong shi yan	20	训练	term	消融实验	curated	2026-09-17
深度伪造	shen du wei zao	20	安全	term	深度伪造	curated	2026-09-17
深度估计	shen du gu ji	20	视觉	term	深度估计	curated	2026-09-17
深度可分离卷积	shen du ke fen li juan ji	20	架构	term	深度可分离卷积	curated	2026-09-17
深度学习	shen du xue xi	20	基础	term	深度学习	curated	2026-09-17
深度强化学习	shen du qiang hua xue xi	20	强化	term	深度强化学习	curated	2026-09-17
深度故障检测	shen du gu zhang jian ce	20	专项任务	term	深度故障检测	glossary	2026-09-17
混合专家	hun he zhuan jia	20	架构	term	混合专家	curated	2026-09-17
混合云部署	hun he yun bu shu	20	工程	term	混合云部署	curated	2026-09-17
混合向量	hun he xiang liang	20	检索	term	混合向量	curated	2026-09-17
混合增强	hun he zeng qiang	20	数据	term	混合增强	curated	2026-09-17
混合并行	hun he bing xing	20	训练	term	混合并行	curated	2026-09-17
混合式编程	hun he shi bian cheng	20	教材术语	term	混合式编程	d2l	2026-09-17
混合推理	hun he tui li	20	推理	term	混合推理	curated	2026-09-17
混合检索	hun he jian suo	20	检索	term	混合检索	curated	2026-09-17
混合模型	hun he mo xing	20	算法	term	混合模型	curated	2026-09-17
混合精度	hun he jing du	20	推理	term	混合精度	curated	2026-09-17
混合精度训练	hun he jing du xun lian	20	训练	term	混合精度训练	curated	2026-09-17
混合精度量化	hun he jing du liang hua	20	推理	term	混合精度量化	curated	2026-09-17
混合集成	hun he ji cheng	20	算法	term	混合集成	curated	2026-09-17
混杂变量	hun za bian liang	20	基础	term	混杂变量	curated	2026-09-17
混淆矩阵	hun xiao ju zhen	20	评估	term	混淆矩阵	curated	2026-09-17
温度参数	wen du can shu	20	提示	term	温度参数	curated	2026-09-17
温度缩放	wen du suo fang	20	训练	term	温度缩放	curated	2026-09-17
源分布	yuan fen bu	20	教材术语	term	源分布	d2l	2026-09-17
源数据集	yuan shu ju ji	20	教材术语	term	源数据集	d2l	2026-09-17
源模型	yuan mo xing	20	教材术语	term	源模型	d2l	2026-09-17
源语言	yuan yu yan	20	教材术语	term	源语言	d2l	2026-09-17
溯因推理	su yin tui li	20	基础	term	溯因推理	curated	2026-09-17
滑动窗口分块	hua dong chuang kou fen kuai	20	检索	term	滑动窗口分块	curated	2026-09-17
滑动窗口注意力	hua dong chuang kou zhu yi li	20	架构	term	滑动窗口注意力	curated	2026-09-17
滤波器	lv bo qi	20	教材术语	term	滤波器	d2l	2026-09-17
漂移检测	piao yi jian ce	20	工程	term	漂移检测	curated	2026-09-17
漂移监控	piao yi jian kong	20	工程	term	漂移监控	curated	2026-09-17
演员评论家	yan yuan ping lun jia	20	强化	term	演员评论家	curated	2026-09-17
演绎推理	yan yi tui li	20	基础	term	演绎推理	curated	2026-09-17
潜在变量	qian zai bian liang	20	视觉	term	潜在变量	curated	2026-09-17
潜在向量	qian zai xiang liang	20	视觉	term	潜在向量	curated	2026-09-17
潜在扩散模型	qian zai kuo san mo xing	20	架构	term	潜在扩散模型	curated	2026-09-17
潜在注意力	qian zai zhu yi li	20	架构	term	潜在注意力	curated	2026-09-17
潜在狄利克雷分配	qian zai di li ke lei fen pei	20	算法	term	潜在狄利克雷分配	curated	2026-09-17
潜在空间	qian zai kong jian	20	视觉	term	潜在空间	curated	2026-09-17
潜在结果	qian zai jie guo	20	基础	term	潜在结果	curated	2026-09-17
潜在编码	qian zai bian ma	20	视觉	term	潜在编码	curated	2026-09-17
潜在表示	qian zai biao shi	20	视觉	term	潜在表示	curated	2026-09-17
潜在语义分析	qian zai yu yi fen xi	20	算法	term	潜在语义分析	curated	2026-09-17
潜在语义索引	qian zai yu yi suo yin	20	算法	term	潜在语义索引	curated	2026-09-17
激活专家	ji huo zhuan jia	20	架构	term	激活专家	curated	2026-09-17
激活函数	ji huo han shu	20	架构	term	激活函数	curated	2026-09-17
激活检查点	ji huo jian cha dian	20	训练	term	激活检查点	curated	2026-09-17
激活重计算	ji huo chong ji suan	20	训练	term	激活重计算	curated	2026-09-17
激活量化	ji huo liang hua	20	推理	term	激活量化	curated	2026-09-17
灰度发布	hui du fa bu	20	推理	term	灰度发布	curated	2026-09-17
灾难性干扰	zai nan xing gan rao	20	训练	term	灾难性干扰	curated	2026-09-17
灾难性遗忘	zai nan xing yi wang	20	训练	term	灾难性遗忘	curated	2026-09-17
点云	dian yun	20	视觉	term	点云	curated	2026-09-17
点云分割	dian yun fen ge	20	视觉	term	点云分割	curated	2026-09-17
点云分类	dian yun fen lei	20	视觉	term	点云分类	curated	2026-09-17
点云生成	dian yun sheng cheng	20	专项任务	term	点云生成	glossary	2026-09-17
点云超分辨率	dian yun chao fen bian lv	20	专项任务	term	点云超分辨率	glossary	2026-09-17
点云配准	dian yun pei zhun	20	视觉	term	点云配准	curated	2026-09-17
点估计	dian gu ji	20	数学	term	点估计	curated	2026-09-17
点击率预测	dian ji lv yu ce	20	算法	term	点击率预测	curated	2026-09-17
点式排序	dian shi pai xu	20	算法	term	点式排序	curated	2026-09-17
点目标导航	dian mu biao dao hang	20	专项任务	term	点目标导航	glossary	2026-09-17
熵	shang	20	数学	term	熵	curated	2026-09-17
